model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemini-3-flash-preview,770,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,2326,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,8585,8,8,1,8,,1289,1,1290
google/gemini-3-flash-preview,3499,6,6,1,6,,1289,1,1290
google/gemini-3-flash-preview,449,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,4713,2,2,1,2,,1289,1,1290
google/gemini-3-flash-preview,5544,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,217,2,2,1,2,,1289,1,1290
google/gemini-3-flash-preview,3676,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,8717,5,5,1,5,,1289,1,1290
google/gemini-3-flash-preview,6074,3,3,1,3,,1289,1,1290
google/gemini-3-flash-preview,6775,3,3,1,3,,1289,1,1290
google/gemini-3-flash-preview,2155,5,5,1,5,,1289,1,1290
google/gemini-3-flash-preview,8907,9,9,1,9,,1289,1,1290
google/gemini-3-flash-preview,5049,9,9,1,9,,1289,1,1290
google/gemini-3-flash-preview,8604,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,8391,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,5844,6,6,1,6,,1289,1,1290
google/gemini-3-flash-preview,5596,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,1211,3,7,0,7,,1289,1,1290
google/gemini-3-flash-preview,7181,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,1053,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,3348,2,2,1,2,,1289,1,1290
google/gemini-3-flash-preview,2797,3,2,0,2,,1289,1,1290
google/gemini-3-flash-preview,4904,0,0,1,0,,1289,1,1290
google/gemini-3-flash-preview,6645,0,0,1,0,,1289,1,1290
google/gemini-3-flash-preview,3600,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,6385,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,7644,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,4064,9,9,1,9,,1289,1,1290
google/gemini-3-flash-preview,8683,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,433,5,5,1,5,,1289,1,1290
google/gemini-3-flash-preview,1524,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,1848,0,5,0,5,,1289,1,1290
google/gemini-3-flash-preview,9273,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,3179,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,3308,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,2167,9,9,1,9,,1289,1,1290
google/gemini-3-flash-preview,4057,2,2,1,2,,1289,1,1290
google/gemini-3-flash-preview,5806,5,5,1,5,,1289,1,1290
google/gemini-3-flash-preview,8979,6,6,1,6,,1289,1,1290
google/gemini-3-flash-preview,5248,0,1,0,1,,1289,1,1290
google/gemini-3-flash-preview,6969,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,9396,3,3,1,3,,1289,1,1290
google/gemini-3-flash-preview,6970,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2601,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1459,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,6184,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8541,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1885,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5732,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1321,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4104,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3541,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2738,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9442,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5740,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1495,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,687,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,1722,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7086,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3202,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8777,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9125,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4252,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4115,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7208,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2411,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3570,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2223,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,7357,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,849,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8203,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3594,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7469,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4870,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7381,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7807,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4183,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8289,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2182,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9314,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9738,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7116,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7997,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3251,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2492,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1137,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4055,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4995,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1736,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4607,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5017,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7993,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9856,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9450,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2458,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9552,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5978,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5785,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4369,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9565,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3218,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5842,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6700,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6226,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2241,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6979,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7419,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6878,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9099,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3542,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4976,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1384,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8989,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8268,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3123,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2362,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3044,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9315,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9663,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6747,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5931,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6835,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9067,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5501,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7715,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3690,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1972,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,429,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5188,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7860,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6188,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,586,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6399,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9100,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8285,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6522,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1849,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4304,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6088,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7226,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3073,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8880,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6469,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6952,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2641,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5370,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2275,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9624,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1805,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8891,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2605,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1295,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5653,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7690,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5423,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1174,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4455,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5799,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9906,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5007,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6299,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,464,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1187,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8549,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4457,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7842,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6343,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4333,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9035,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5682,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8411,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7143,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3306,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5710,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3610,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5932,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2657,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3581,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5122,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3395,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4712,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5913,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4029,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7079,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3143,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8382,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7227,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9026,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3994,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2251,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9657,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2409,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9949,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6537,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,349,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4225,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4709,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4825,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2457,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6057,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2022,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5551,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9154,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2338,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2680,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7657,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9391,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1160,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2652,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7558,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2547,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5629,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6935,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,875,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2429,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,523,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2908,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,198,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9872,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,500,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5304,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5985,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6732,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7614,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6658,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,999,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,146,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1823,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,784,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1322,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9609,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4154,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1881,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2977,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4447,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3848,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1998,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5237,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9281,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9839,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6402,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9037,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5196,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1261,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8708,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3657,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1910,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,9268,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2187,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8249,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3818,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,73,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,168,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3919,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2439,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6994,4,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3983,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6838,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7111,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3275,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1956,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5945,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7153,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8227,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4953,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,8829,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1198,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5815,4,,0,,http_402,0,0,0
