model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemini-3-flash-preview,1414,8,8,1,"2,2,4,8,0,9,7,6,8,7",,11125,19,11144
google/gemini-3-flash-preview,8391,7,7,1,"2,2,4,8,0,9,7,6,8,7",,11125,19,11144
google/gemini-3-flash-preview,1998,5,5,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,8956,1,1,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,8907,9,9,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,2672,8,8,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,8880,9,9,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,500,6,6,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,6507,3,2,0,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,5177,8,8,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,5007,3,3,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,1378,3,3,1,"5,1,9,8,9,6,2,8,3,3",,11125,19,11144
google/gemini-3-flash-preview,8723,1,1,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,8411,9,9,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,3044,6,6,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,8800,7,7,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,4931,1,1,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,8367,8,8,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,7143,3,3,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,3371,4,4,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,15,4,4,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,7874,9,9,1,"1, 9, 6, 7, 1, 8, 3, 4, 4, 9",,11125,28,11153
google/gemini-3-flash-preview,5573,4,4,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,1524,7,7,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,4996,0,0,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,8683,4,4,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,1722,7,7,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,9037,5,5,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,1653,3,3,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,1295,3,2,0,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,2223,1,1,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,8268,9,9,1,"4,7,0,4,7,5,3,2,1,9",,11125,19,11144
google/gemini-3-flash-preview,3094,0,1,0,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,1586,9,9,1,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,3632,0,1,0,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,2650,4,3,0,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,5544,4,3,0,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,1885,2,2,1,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,5455,9,9,1,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,7243,5,0,0,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,1480,7,7,1,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,2338,7,7,1,"1, 9, 1, 3, 3, 2, 9, 0, 7, 7",,11125,28,11153
google/gemini-3-flash-preview,4009,0,0,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,8979,6,6,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,4713,2,2,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,8616,5,5,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,3639,6,6,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,7328,7,7,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,3825,7,7,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,3615,9,9,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,4064,9,9,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,9696,6,6,1,"0,6,2,5,6,7,7,9,9,6",,11125,19,11144
google/gemini-3-flash-preview,8829,7,7,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,7273,4,4,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,2231,4,4,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,6088,7,7,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,4154,4,4,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,1632,4,4,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,4905,2,2,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,7592,2,2,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,9029,9,9,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,9898,4,4,1,"7, 4, 4, 7, 4, 4, 2, 2, 9, 4",,11125,28,11153
google/gemini-3-flash-preview,3,5,5,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,1187,0,0,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,3218,0,0,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,9906,2,2,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,1359,4,4,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,4995,9,9,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,2116,6,6,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,4926,9,9,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,8203,9,9,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,7226,9,9,1,"5,0,0,2,4,9,6,9,9,9",,11125,19,11144
google/gemini-3-flash-preview,4333,9,9,1,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,2492,5,5,1,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,7939,5,5,1,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,6188,7,7,1,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,2797,3,2,0,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,6562,0,0,1,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,5740,8,8,1,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,6399,0,4,0,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,4003,4,3,0,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,8546,3,4,0,"9, 5, 5, 7, 2, 0, 8, 4, 3, 4",,11125,28,11153
google/gemini-3-flash-preview,5732,4,4,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,2155,5,5,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,9872,4,4,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,5017,4,4,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,3070,6,6,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,6742,6,6,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,7208,9,9,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,6994,4,4,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,9391,5,5,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,8966,1,1,1,"4,5,4,4,6,6,9,4,5,1",,11125,19,11144
google/gemini-3-flash-preview,9255,6,6,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,5787,2,9,0,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,7111,3,3,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,9876,4,4,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,9972,4,4,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,586,1,1,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,9396,3,3,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,2852,0,0,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,3251,0,0,1,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,1615,2,9,0,"6,9,3,4,4,1,3,0,0,9",,11125,19,11144
google/gemini-3-flash-preview,2777,4,4,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,8279,3,4,0,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,7842,6,6,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,4635,6,6,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,8996,6,6,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,1823,1,1,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,1384,8,8,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,6838,1,1,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,2601,2,2,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,4904,0,0,1,"4, 4, 6, 6, 6, 1, 8, 1, 2, 0",,11125,28,11153
google/gemini-3-flash-preview,9175,5,5,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,2067,2,2,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,9657,8,8,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,1495,9,9,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,2287,0,0,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,9912,6,7,0,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,5931,3,3,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,9315,1,1,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,8382,1,1,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,6537,6,6,1,"5,2,8,9,0,7,3,1,1,6",,11125,19,11144
google/gemini-3-flash-preview,4418,2,2,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,7153,2,2,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,7485,0,0,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,3848,7,7,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,9270,0,0,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,3994,1,1,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,5597,1,1,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,7807,3,2,0,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,3123,4,4,1,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,5304,0,5,0,"2,2,0,7,0,1,1,2,4,5",,11125,19,11144
google/gemini-3-flash-preview,4789,4,4,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,765,9,9,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,2813,3,3,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,8250,0,1,0,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,7469,9,9,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,5842,2,2,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,7116,5,5,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,3635,9,9,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,433,5,5,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,5122,6,6,1,"٤,٩,٣,١,٩,٢,٥,٩,٥,٦",,11125,19,11144
google/gemini-3-flash-preview,1956,5,5,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,2409,0,0,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,2479,1,1,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,3657,4,4,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,963,4,4,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,3464,0,8,0,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,8381,4,4,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,6057,2,2,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,3570,4,4,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,6971,4,4,1,"5,0,1,4,4,8,4,2,4,4",,11125,19,11144
google/gemini-3-flash-preview,2998,5,5,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,2326,1,1,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,9552,7,7,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,5439,0,0,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,4275,3,2,0,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,4447,5,5,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,2836,2,4,0,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,4060,7,7,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,5003,4,4,1,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,3143,6,8,0,"5,1,7,0,2,5,4,7,4,8",,11125,19,11144
google/gemini-3-flash-preview,7079,5,5,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,9738,5,5,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,6299,5,5,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,9273,1,1,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,5799,0,0,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,9882,6,6,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,6226,4,4,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,9624,8,8,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,7715,0,0,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,3600,1,1,1,"5,5,5,1,0,6,4,8,0,1",,11125,19,11144
google/gemini-3-flash-preview,523,4,4,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,770,1,1,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,8227,2,2,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,5463,7,7,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,4183,3,3,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,7069,7,7,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,784,0,0,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,4825,8,8,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,1743,2,2,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,6970,8,8,1,"4,1,2,7,3,7,0,8,2,8",,11125,19,11144
google/gemini-3-flash-preview,2419,4,4,1,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,8274,3,3,1,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,1556,6,6,1,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,9442,0,8,0,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,9752,3,2,0,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,8280,9,9,1,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,8776,1,1,1,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,1321,6,7,0,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,7558,5,5,1,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,849,9,0,0,"4, 3, 6, 8, 2, 9, 1, 7, 5, 0",,11125,28,11153
google/gemini-3-flash-preview,5501,9,9,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,5370,8,8,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,7615,3,3,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,2114,7,7,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,2457,0,5,0,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,3541,2,2,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,2022,7,7,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,9949,8,8,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,4057,2,2,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,959,0,0,1,"9,8,3,7,5,2,7,8,2,0",,11125,19,11144
google/gemini-3-flash-preview,5620,8,8,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,4250,6,2,0,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,3863,2,2,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,4914,2,2,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,9055,1,1,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,1842,0,0,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,145,5,5,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,1686,7,7,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,2977,1,1,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,8048,9,9,1,"8,2,2,2,1,0,5,7,1,9",,11125,19,11144
google/gemini-3-flash-preview,4457,2,2,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,2953,9,9,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,2196,6,6,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,6878,5,5,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,4107,7,7,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,9856,6,6,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,5478,3,3,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,5913,6,6,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
google/gemini-3-flash-preview,4225,7,7,1,"2,9,6,5,7,6,3,6,7,6",,11125,19,11144
