batch_id,model,batch_size,file_numbers,true_labels,pred_labels,batch_correct,batch_attempted,error,http_status,raw_response,prompt_tokens,completion_tokens,total_tokens
6,google/gemma-4-31b-it,5,7079|849|9273|4115|2777,5|9|1|7|4,||||,0,0,http_402,402,,0,0,0
7,google/gemma-4-31b-it,5,6057|7534|6443|4996|4926,2|0|8|0|9,||||,0,0,http_402,402,,0,0,0
8,google/gemma-4-31b-it,5,7197|1736|6747|5196|9738,4|9|2|8|5,||||,0,0,http_402,402,,0,0,0
9,google/gemma-4-31b-it,5,7226|5138|1956|8026|1414,9|3|5|1|8,||||,0,0,http_402,402,,0,0,0
10,google/gemma-4-31b-it,5,9839|959|5455|9898|6645,7|0|9|4|0,||||,0,0,http_402,402,,0,0,0
11,google/gemma-4-31b-it,5,8381|5844|3915|8227|1586,4|6|1|2|9,||||,0,0,http_402,402,,0,0,0
12,google/gemma-4-31b-it,5,7807|848|5541|6538|7614,3|5|8|7|7,||||,0,0,http_402,402,,0,0,0
13,google/gemma-4-31b-it,5,5932|5423|3542|9154|8966,9|8|8|6|1,||||,0,0,http_402,402,,0,0,0
14,google/gemma-4-31b-it,5,433|4523|8718|1295|3395,5|4|7|3|3,||||,0,0,http_402,402,,0,0,0
15,google/gemma-4-31b-it,5,8616|2275|5533|4870|1981,5|2|8|7|3,||||,0,0,http_402,402,,0,0,0
16,google/gemma-4-31b-it,5,3983|3818|3610|6385|9268,8|4|9|1|6,||||,0,0,http_402,402,,0,0,0
17,google/gemma-4-31b-it,5,4029|1541|6191|7116|7357,0|9|2|5|1,||||,0,0,http_402,402,,0,0,0
18,google/gemma-4-31b-it,5,3825|449|3749|4104|6732,7|4|2|7|6,||||,0,0,http_402,402,,0,0,0
19,google/gemma-4-31b-it,5,7086|2022|1158|1174|6658,1|7|7|1|3,||||,0,0,http_402,402,,0,0,0
20,google/gemma-4-31b-it,5,3639|4457|8087|4825|999,6|2|5|8|9,||||,0,0,http_402,402,,0,0,0
1,google/gemma-4-31b-it,5,8907|9555|7690|464|5439,9|4|5|0|0,||||,0,0,http_402,402,,0,0,0
2,google/gemma-4-31b-it,5,493|5945|4789|1524|1211,9|2|4|7|3,||||,0,0,http_402,402,,0,0,0
3,google/gemma-4-31b-it,5,9026|3635|1757|2488|5038,5|9|2|1|3,||||,0,0,http_402,402,,0,0,0
4,google/gemma-4-31b-it,5,6878|1495|8382|2196|4057,5|9|1|6|2,||||,0,0,http_402,402,,0,0,0
5,google/gemma-4-31b-it,5,6169|586|3|9315|2641,1|1|5|1|6,||||,0,0,http_402,402,,0,0,0
6,google/gemma-4-31b-it,5,5865|145|4914|7381|5177,2|5|2|3|8,||||,0,0,http_402,402,,0,0,0
7,google/gemma-4-31b-it,5,2182|5304|4809|9663|3464,6|0|0|1|0,||||,0,0,http_402,402,,0,0,0
8,google/gemma-4-31b-it,5,2521|5787|5049|1261|8391,4|2|9|8|7,||||,0,0,http_402,402,,0,0,0
9,google/gemma-4-31b-it,5,7328|3541|9317|2287|3252,7|2|7|0|3,||||,0,0,http_402,402,,0,0,0
10,google/gemma-4-31b-it,5,5248|3570|2852|5596|7682,0|4|0|7|6,||||,0,0,http_402,402,,0,0,0
11,google/gemma-4-31b-it,5,2439|8546|9552|4607|7069,6|3|7|8|7,||||,0,0,http_402,402,,0,0,0
12,google/gemma-4-31b-it,5,2251|160|4060|8925|6184,3|2|7|9|8,||||,0,0,http_402,402,,0,0,0
13,google/gemma-4-31b-it,5,9055|2553|8048|168|5374,1|1|9|1|5,||||,0,0,http_402,402,,0,0,0
14,google/gemma-4-31b-it,5,1322|7273|7208|4378|9824,8|4|9|8|3,||||,0,0,http_402,402,,0,0,0
15,google/gemma-4-31b-it,5,9577|5881|6971|3275|1170,3|8|4|5|5,||||,0,0,http_402,402,,0,0,0
16,google/gemma-4-31b-it,5,8782|5573|5370|4709|523,7|4|8|6|4,||||,0,0,http_402,402,,0,0,0
17,google/gemma-4-31b-it,5,7557|7181|8203|383|5806,3|7|9|6|5,||||,0,0,http_402,402,,0,0,0
18,google/gemma-4-31b-it,5,6700|6522|9872|9882|4712,2|0|4|6|2,||||,0,0,http_402,402,,0,0,0
19,google/gemma-4-31b-it,5,2547|4055|4545|6171|7091,0|8|4|1|6,||||,0,0,http_402,402,,0,0,0
20,google/gemma-4-31b-it,5,4333|1867|9255|5931|7558,9|8|6|3|5,||||,0,0,http_402,402,,0,0,0
